threshold,precision,recall,f1
0.3,0.40588235294117647,0.9230769230769231,0.5638406537282942
0.4,0.45017182130584193,0.8762541806020067,0.5947786606129398
0.5,0.5052192066805845,0.8093645484949833,0.622107969151671
0.6,0.5702917771883289,0.7190635451505016,0.636094674556213
0.7,0.6496350364963503,0.5953177257525084,0.6212914485165794
