threshold,precision,recall,f1
0.3,0.3997113997113997,0.9264214046822743,0.5584677419354839
0.4,0.4418212478920742,0.8762541806020067,0.5874439461883408
0.5,0.5084745762711864,0.802675585284281,0.622568093385214
0.6,0.5626598465473146,0.7357859531772575,0.6376811594202898
0.7,0.6344086021505376,0.5919732441471572,0.6124567474048442
