threshold,precision,recall,f1
0.3,0.41756548536209553,0.9063545150501672,0.5717299578059072
0.4,0.46823956442831216,0.862876254180602,0.6070588235294118
0.5,0.530751708428246,0.7792642140468228,0.6314363143631436
0.6,0.5842696629213483,0.6956521739130435,0.6351145038167939
0.7,0.6551724137931034,0.5719063545150501,0.6107142857142858
